@Epot = -3178.126 Ekin = 8.951 (T=23084K) Etot = -3169.174 kcal/mol Step = 0   #VENUS EVIBS: 0.40311270985991454 0.14457592240457778 0.0
@Epot = -3174.763 Ekin = 5.578 (T=14384K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.5343151426215494 0.013373489642942958 0.0
@Epot = -3171.710 Ekin = 2.527 (T=6517K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.42580948184148504 0.12187915042300732 0.0
@Epot = -3181.178 Ekin = 11.993 (T=30929K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.18593226829457354 0.3617563639699188 0.0
@Epot = -3175.325 Ekin = 6.130 (T=15807K) Etot = -3169.196 kcal/mol Step = 0   #VENUS EVIBS: 0.26583496614180663 0.28185366612268575 0.0
@Epot = -3174.222 Ekin = 5.039 (T=12993K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.11458097173653747 0.4331076605279549 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.24593951527221442 0.3017491169922779 0.0
@Epot = -3176.713 Ekin = 7.529 (T=19416K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.009626831065931691 0.5380618011985606 0.0
@Epot = -3171.526 Ekin = 2.343 (T=6042K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.4404492033183253 0.10723942894616703 0.0
@Epot = -3180.156 Ekin = 10.970 (T=28289K) Etot = -3169.186 kcal/mol Step = 0   #VENUS EVIBS: 0.05277845085741201 0.49491018140708043 0.0
@Epot = -3179.130 Ekin = 9.943 (T=25641K) Etot = -3169.187 kcal/mol Step = 0   #VENUS EVIBS: 0.439256690461059 0.10843194180343334 0.0
@Epot = -3174.838 Ekin = 5.653 (T=14578K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.11618110717046934 0.43150752509402296 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.4475695891788027 0.10011904308568963 0.0
@Epot = -3179.504 Ekin = 10.318 (T=26608K) Etot = -3169.186 kcal/mol Step = 0   #VENUS EVIBS: 0.15997451569967844 0.38771411656481386 0.0
@Epot = -3180.401 Ekin = 11.214 (T=28918K) Etot = -3169.188 kcal/mol Step = 0   #VENUS EVIBS: 0.16197793729988585 0.3857106949646065 0.0
@Epot = -3172.796 Ekin = 3.618 (T=9331K) Etot = -3169.178 kcal/mol Step = 0   #VENUS EVIBS: 0.20313047190154884 0.34455816036294357 0.0
@Epot = -3176.000 Ekin = 6.815 (T=17576K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.3737118474153124 0.17397678484917997 0.0
@Epot = -3176.290 Ekin = 7.105 (T=18321K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.30206567495075226 0.24562295731374012 0.0
@Epot = -3177.160 Ekin = 7.977 (T=20572K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.3848043851930841 0.16288424707140825 0.0
@Epot = -3174.864 Ekin = 5.679 (T=14645K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.5260499444180964 0.021638687846396013 0.0
@Epot = -3172.165 Ekin = 2.981 (T=7686K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.40195055187537865 0.14573808038911368 0.0
@Epot = -3170.416 Ekin = 1.233 (T=3180K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.5303690091665955 0.017319623097896936 0.0
@Epot = -3180.670 Ekin = 11.484 (T=29616K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.29076498947425766 0.2569236427902347 0.0
@Epot = -3176.711 Ekin = 7.526 (T=19408K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.528725509628763 0.01896312263572941 0.0
@Epot = -3177.581 Ekin = 8.399 (T=21660K) Etot = -3169.182 kcal/mol Step = 0   #VENUS EVIBS: 0.3792234250210778 0.1684652072434146 0.0
@Epot = -3180.189 Ekin = 11.011 (T=28394K) Etot = -3169.178 kcal/mol Step = 0   #VENUS EVIBS: 0.4434109716147359 0.1042776606497565 0.0
@Epot = -3179.663 Ekin = 10.471 (T=27004K) Etot = -3169.191 kcal/mol Step = 0   #VENUS EVIBS: 0.08491125184775158 0.4627773804167409 0.0
@Epot = -3179.581 Ekin = 10.385 (T=26780K) Etot = -3169.196 kcal/mol Step = 0   #VENUS EVIBS: 0.4843380128761157 0.06335061938837663 0.0
@Epot = -3174.063 Ekin = 4.878 (T=12579K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.4168331123340622 0.1308555199304301 0.0
@Epot = -3171.046 Ekin = 1.861 (T=4800K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.505261193008152 0.04242743925634041 0.0
@Epot = -3181.577 Ekin = 12.393 (T=31958K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.4694814708797725 0.07820716138471986 0.0
@Epot = -3180.525 Ekin = 11.340 (T=29244K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.05795612486314284 0.4897325074013495 0.0
@Epot = -3172.899 Ekin = 3.703 (T=9548K) Etot = -3169.197 kcal/mol Step = 0   #VENUS EVIBS: 0.28564802521398763 0.2620406070505047 0.0
@Epot = -3173.999 Ekin = 4.827 (T=12449K) Etot = -3169.172 kcal/mol Step = 0   #VENUS EVIBS: 0.5144370373935175 0.03325159487097489 0.0
@Epot = -3172.492 Ekin = 3.308 (T=8531K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.4366461714062433 0.11104246085824906 0.0
@Epot = -3181.513 Ekin = 12.327 (T=31790K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.13153199995127934 0.416156632313213 0.0
@Epot = -3177.806 Ekin = 8.626 (T=22245K) Etot = -3169.180 kcal/mol Step = 0   #VENUS EVIBS: 0.1825021676760366 0.3651864645884558 0.0
@Epot = -3173.458 Ekin = 4.273 (T=11019K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.44031911100662346 0.1073695212578688 0.0
@Epot = -3173.713 Ekin = 4.538 (T=11703K) Etot = -3169.175 kcal/mol Step = 0   #VENUS EVIBS: 0.2672833272120864 0.28040530505240596 0.0
@Epot = -3174.522 Ekin = 5.337 (T=13763K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.4947714162745985 0.05291721598989389 0.0
@Epot = -3172.019 Ekin = 2.823 (T=7281K) Etot = -3169.195 kcal/mol Step = 0   #VENUS EVIBS: 0.24643386605668122 0.30125476620781116 0.0
@Epot = -3179.191 Ekin = 10.017 (T=25832K) Etot = -3169.174 kcal/mol Step = 0   #VENUS EVIBS: 0.2653189333053896 0.2823696989591028 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.18192108868376866 0.36576754358072366 0.0
